ENABLED,FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,INSTALLCON,ASBUILTNUM,DATAORIGIN,OWNER,COMMENTS,MODELID,MATERIAL,INCASING,LENGTH,WRAPPING,DIAMETER,DEPTH,STATUS,CreatedUse,DateCreate,ModifiedUs,DateModifi,PressureSy,LiningType,PipeClass,ProjectFun,GlobalID,Replacemen,OBJECTID,WORKORDERI,EntityUid,LOCATION_1,INITIATE DATE,WOXCOORDINATE,WOYCOORDINATE,NIEGHBORHOOD NUMBER,NEIGHBORHOOD,LANDUSE CODE,LANDUSE,LANDUSE GROUP,CreekName,ZONING CLASS,SYMBOL,,,WOXCOORDINATE,WOYCOORDINATE,NIEGHBORHOOD NUMBER,NEIGHBORHOOD,LANDUSE CODE,LANDUSE,LANDUSE GROUP,CreekName,ZONING CLASS,MINORCIVIL,SYMBOL
1,00-20086,,1/1/1886 0:00:00,1,,,,AA,,12084,CI,0,75,,6,0,IS,,,EtMiller,7/30/2019 0:00,GRA,,,,{99115D7F-7D6C-4D8B-9100-B4CA3FECB289},,568,595185,00-20086,,1/14/2019 0:00,-9322581.815,5203072.947,21,DOWNTOWN,210,Prof./General,Office,Allen Creek,D1,005D1,,,-9322581.815,5203072.947,21,DOWNTOWN,210,Prof./General,Office,Allen Creek,D1,5,005D1
1,00-23672,,1/1/1950 0:00,1,,,,AA,,,CI,0,954,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,,{28569F54-5940-4E40-A37F-C38BF852DBA2},,229,437427,00-23672,,2/26/2015 0:00,-9318428.448,5200258.294,14,BADER-ANN ARBOR HILLS,110,Single Family,Residential,Mallets Creek,R1A,005R1A,,,-9318428.448,5200258.294,14,BADER-ANN ARBOR HILLS,110,Single Family,Residential,Mallets Creek,R1A,5,005R1A
1,00-23359,,1/1/1950 0:00,1,,,,,,,CI,0,0,,6,0,AB,,,SWhite,6/18/2013 0:00,GED,,,,{F91FE743-A132-41BE-9B65-C53600E03451},,5,333352,00-23359,,1/8/2013 0:00,-9318861.298,5201009.373,14,BADER-ANN ARBOR HILLS,110,Single Family,Residential,Huron River,R1A,005R1A,,,-9318861.298,5201009.373,14,BADER-ANN ARBOR HILLS,110,Single Family,Residential,Huron River,R1A,5,005R1A
1,00-23581,,5/14/1960 0:00,1,,A106W-W,ASBUILT,AA,,,CI,0,540,,6,0,IS,,,EtMiller,7/26/2019 0:00,GED,,,,{42E03FDE-B48D-46A0-A756-1DD694E16101},,580,596483,00-23581,,1/28/2019 0:00,-9317651.632,5200676.581,14,BADER-ANN ARBOR HILLS,110,Single Family,Residential,Huron River,R1A,005R1A,,,-9317651.632,5200676.581,14,BADER-ANN ARBOR HILLS,110,Single Family,Residential,Huron River,R1A,5,005R1A
1,00-19596,,1/1/1950 0:00,1,,,,,,,CI,0,0,,6,0,AB,,,EtMiller,11/23/2015 0:00,WH,,,,{E3CF2F48-4278-40BE-B1CF-AD30C3220761},,146,392013,00-19596,,4/22/2014 0:00,-9325781.92,5204534.696,29,HAISLEY-VETERANS PARK,110,Single Family,Residential,Allen Creek,PL,005PL,,,-9325781.92,5204534.696,29,HAISLEY-VETERANS PARK,110,Single Family,Residential,Allen Creek,PL,5,005PL
1,00-18255,N Maple Rd,12/1/1964 0:00,2,,A226W-W4,ASBUILT,AA,,,DI,0,298,,20,0,IS,,,GBurda,10/9/2017 0:00,WH,,,,{A8C403EF-0012-444A-8956-931D8F990CE6},,42,360590,00-18255,N Maple Rd,7/23/2013 0:00,-9326468.043,5205878.878,52,ABBOTT SCHOOL,110,Single Family,Residential,Honey Creek,PUD,005PUD,,,-9326468.043,5205878.878,52,ABBOTT SCHOOL,110,Single Family,Residential,Honey Creek,PUD,5,005PUD
1,00-15714,W STADIUM AND SUFFOLK AVE,1/1/1960 0:00,1,,,ASBUILT,,,,DI,0,0,,8,0,AB,,,MMain,8/1/2016 0:00,WH,,,,{3BB8D0D0-F411-447E-9301-8EF09A13CF16},,131,386213,00-15714,,3/13/2014 0:00,-9325340.879,5201031.218,33,PAULINE-STADIUM,130,Multiple Family,Residential,Allen Creek,R4B,005R4B,,,-9325340.879,5201031.218,33,PAULINE-STADIUM,130,Multiple Family,Residential,Allen Creek,R4B,5,005R4B
1,00-15714,Suffolk Ave,1/1/1950 0:00,1,,,EST,AA,,,CI,0,333,,8,0,IS,,,GBurda,2/6/2019 0:00,WH,,,Develop,{B023C660-D544-4C36-B163-EEFA4311B276},,131,386213,00-15714,,3/13/2014 0:00,-9325340.879,5201031.218,34,DICKEN,110,Single Family,Residential,Allen Creek,R1C,005R1C,,,-9325340.879,5201031.218,34,DICKEN,110,Single Family,Residential,Allen Creek,R1C,5,005R1C
1,00-14736,,1/1/1950 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,11/13/2017 0:00,WH,,,,{5F36E5DC-2DD8-4D5F-9AB1-C3CAC4EE3A05},,166,416934,00-14736,,8/21/2014 0:00,-9324820.426,5200826.278,33,PAULINE-STADIUM,110,Single Family,Residential,Allen Creek,R1C,005R1C,,,-9324820.426,5200826.278,33,PAULINE-STADIUM,110,Single Family,Residential,Allen Creek,R1C,5,005R1C
1,00-24724,,1/1/1950 0:00,1,,,,,,,DI,0,0,,8,0,AB,,,MMain,5/22/2017 0:00,WH,,,,{DB9B54EC-ED58-41FF-BBC0-724E89686858},,41,359197,00-24724,,7/19/2013 0:00,-9325262.378,5204637.146,29,HAISLEY-VETERANS PARK,720,Outdoor,Recreation,Allen Creek,R1C,005R1C,,,-9325262.378,5204637.146,29,HAISLEY-VETERANS PARK,720,Outdoor,Recreation,Allen Creek,R1C,5,005R1C
1,00-03631,Traver St,1/1/1930 0:00,1,,,EST,AA,,,CI,0,439,,6,0,IS,,,GBurda,1/25/2019 0:00,NEHWPRZ,,,,{D66B7BA3-88A8-4D46-B38E-D2786ACF23AF},,599,600690,00-03631,Traver St,3/16/2019 0:00,-9321123.386,5205596.059,6,NORTHSIDE,110,Single Family,Residential,Traver Creek,R1C,005R1C,,,-9321123.386,5205596.059,6,NORTHSIDE,110,Single Family,Residential,Traver Creek,R1C,5,005R1C
1,00-14734,,1/1/1950 0:00,1,,,,AA,,,CI,0,1.9,,6,0,AB,,,CTurkington,11/5/2018 0:00,WH,,,,{90E2997E-AE3B-4C52-A517-3FE9F7FEC90C},,413,518816,00-14734,,2/16/2017 0:00,-9324824.988,5201074.727,33,PAULINE-STADIUM,110,Single Family,Residential,Allen Creek,R1C,005R1C,,,-9324824.988,5201074.727,33,PAULINE-STADIUM,110,Single Family,Residential,Allen Creek,R1C,5,005R1C
1,00-21326,,1/1/1910 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,,{6758263A-5650-485D-B181-92DDA5F33DE8},,672,641055,00-21326,,1/27/2020 0:00,-9323405.287,5202786.268,24,OLD WEST SIDE,120,Two Family,Residential,Allen Creek,R4C,005R4C,,,-9323405.287,5202786.268,24,OLD WEST SIDE,120,Two Family,Residential,Allen Creek,R4C,5,005R4C
1,00-21326,,1/1/1920 0:00,1,,,,AA,,,CI,0,1,,6,0,IS,,,CTurkington,4/24/2019 0:00,GRA,,,,{350C007C-5E8F-434F-AED5-9E549739DC58},,672,641055,00-21326,,1/27/2020 0:00,-9323405.287,5202786.268,24,OLD WEST SIDE,630,Religious,Public/Quasi-Public/Institutional/Organi,Allen Creek,R4C,005R4C,,,-9323405.287,5202786.268,24,OLD WEST SIDE,630,Religious,Public/Quasi-Public/Institutional/Organi,Allen Creek,R4C,5,005R4C
1,00-25300,NEWPORT CREEK DRIVE,9/1/1998 0:00,1,DNH,"96058-W7,S7",ASBUILT,AA,,,DI,0,227,,6,5.5,IS,,,MMain,8/9/2016 0:00,WH,,,Develop,{A48CD23B-E804-4626-B2BE-7C1869664A37},,739,690809,00-25300,NEWPORT CREEK DRIVE,12/18/2020 0:00,-9325120.929,5206949.248,27,NEWPORT,110,Single Family,Residential,Huron River,R1A,005R1A,,,-9325120.929,5206949.248,27,NEWPORT,110,Single Family,Residential,Huron River,R1A,5,005R1A
1,00-25479,Lindsay Ln,6/1/1998 0:00,1,PICO,97072-W,ASBUILT,AA,,,DI,0,0,POLY,12,0,IS,,,MMain,8/8/2016 0:00,SHE,,50,Develop,{8860F4B2-69B0-4E3B-A6F5-73A3C64E1B50},,18,335308,00-25479,,2/5/2013 0:00,-9316650.937,5200096.972,14,BADER-ANN ARBOR HILLS,130,Multiple Family,Residential,Mallets Creek,R4B,005R4B,,,-9316650.937,5200096.972,14,BADER-ANN ARBOR HILLS,130,Multiple Family,Residential,Mallets Creek,R4B,5,005R4B
1,00-13972,,11/19/1964 0:00,1,FJSC,A244W-W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,MMain,5/25/2017 0:00,SHE,,,Develop,{D3C65C0C-2D64-40E0-AE9E-672F6164CC9C},,260,459074,00-13972,,6/24/2015 0:00,-9317077.093,5196269.703,48,SCARLETT-MITCHELL,130,Multiple Family,Residential,Swift Run,R3,005R3,,,-9317077.093,5196269.703,48,SCARLETT-MITCHELL,130,Multiple Family,Residential,Swift Run,R3,5,005R3
1,00-15808,1935-1955 Pauline Blvd,5/13/1968 0:00,1,AA,,,AA,,,DI,0,0,,6,0,IS,,,CTurkington,8/8/2017 0:00,WH,,,,{C15450E5-870B-49E4-B04F-C833DD5BA744},,432,530257,00-15808,Pauline Blvd,6/14/2017 0:00,-9325601.308,5201211.882,35,SOUTH MAPLE,230,Financial/Bank,Office,Allen Creek,TC1,005TC1,,,-9325601.308,5201211.882,35,SOUTH MAPLE,230,Financial/Bank,Office,Allen Creek,TC1,5,005TC1
1,00-15808,1935-1955 Pauline Blvd,5/13/1968 0:00,1,AA,,,AA,,,DI,0,0,,6,0,IS,,,CTurkington,8/8/2017 0:00,WH,,,Develop,{54018797-F36B-4EE2-BAC1-3D28FAC1E587},,432,530257,00-15808,Pauline Blvd,6/14/2017 0:00,-9325601.308,5201211.882,34,DICKEN,210,Prof./General,Office,Allen Creek,TC1,005TC1,,,-9325601.308,5201211.882,34,DICKEN,210,Prof./General,Office,Allen Creek,TC1,5,005TC1
1,00-15130,Wembey Ct,4/27/1963 0:00,1,,A194W-W,ASBUILT,AA,MATERIAL CONFIRMED,,CI,0,0,,6,0,IS,,,MMain,8/23/2016 0:00,WH,,,Develop,{22DBE43C-80D2-408F-9502-CB23EE65B5B9},,70,375788,00-15130,,10/28/2013 0:00,-9323985.962,5199223.515,37,LANSDOWNE,110,Single Family,Residential,Mallets Creek,R1C,005R1C,,,-9323985.962,5199223.515,37,LANSDOWNE,110,Single Family,Residential,Mallets Creek,R1C,5,005R1C
1,00-16698,Greenview Dr,1/1/1950 0:00,1,,,,AA,,,CI,0,95,,6,0,IS,,,EtMiller,7/17/2019 0:00,WH,,,,{7F23C6A5-FF6E-4148-B177-8A1827B9312C},,160,402546,00-16698,,6/24/2014 0:00,-9324541.183,5199728.579,34,DICKEN,630,Religious,Public/Quasi-Public/Institutional/Organi,Mallets Creek,R1C,005R1C,,,-9324541.183,5199728.579,34,DICKEN,630,Religious,Public/Quasi-Public/Institutional/Organi,Mallets Creek,R1C,5,005R1C
1,00-18816,,1/1/1950 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,KBemish,8/12/2019 0:00,WH,,,Develop,{9F2867EA-3BDF-4664-A02D-A8D6B2E4A76A},,404,517071,00-18816,,1/25/2017 0:00,-9327818.513,5203051.12,36,LAKEWOOD,110,Single Family,Residential,Honey Creek,R1C,005R1C,,,-9327818.513,5203051.12,36,LAKEWOOD,110,Single Family,Residential,Honey Creek,R1C,5,005R1C
1,00-12024,Northbury Condominiums,8/29/1973 0:00,1,,A503W-W2,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,CTurkington,5/4/2017 0:00,NEH,,CL-53,Develop,{94B8E94D-FD48-4238-AFAE-3BC67199EAA1},,317,478990,00-12024,,2/1/2016 0:00,-9317707.58,5208183.81,1,NORTHBURY-CHAPEL HILL,110,Single Family,Residential,Traver Creek,R1C,005R1C,,,-9317707.58,5208183.81,1,NORTHBURY-CHAPEL HILL,110,Single Family,Residential,Traver Creek,R1C,5,005R1C
1,00-10646,Green Rd,11/6/1962 0:00,2,,A176W-W2,ASBUILT,AA,,,CI,0,0,,16,0,IS,,,GBurda,10/27/2017 0:00,NEHEPRZ,,,,{EA2CE708-B2C9-4FAF-B27D-9A4EEA0505B6},,836,760895,00-10646,Green Rd,12/19/2021 0:00,-9316600.693,5204429.396,9,NORTHWOOD V-VINTAGE VALLEY,630,Religious,Public/Quasi-Public/Institutional/Organi,Millers Creek,R1B,005R1B,,,-9316600.693,5204429.396,9,NORTHWOOD V-VINTAGE VALLEY,630,Religious,Public/Quasi-Public/Institutional/Organi,Millers Creek,R1B,5,005R1B
1,00-11479,Heritage Dr,4/14/1986 0:00,1,J&R,85020-W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,SWhite,6/18/2013 0:00,GED,,,,{486CCC95-8206-46D9-A982-F3912C2A857D},,391,515349,00-11479,Heritage Dr,12/28/2016 0:00,-9317437.652,5203248.324,12,GEDDES LAKES,530,Road Transportation,Transportation/Communication/Utilities,Millers Creek,PL,005PL,,,-9317437.652,5203248.324,12,GEDDES LAKES,530,Road Transportation,Transportation/Communication/Utilities,Millers Creek,PL,5,005PL
1,00-11479,Heritage Dr,4/14/1986 0:00,1,J&R,85020-W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,KBemish,1/28/2015 0:00,GED,,,Develop,{31973E37-C3CF-4906-A90D-112A312A6105},,391,515349,00-11479,Heritage Dr,12/28/2016 0:00,-9317437.652,5203248.324,12,GEDDES LAKES,530,Road Transportation,Transportation/Communication/Utilities,Millers Creek,R3,005R3,,,-9317437.652,5203248.324,12,GEDDES LAKES,530,Road Transportation,Transportation/Communication/Utilities,Millers Creek,R3,5,005R3
1,3109,2500 Green Rd,11/3/1999 0:00,1,Graff,99024-W2,ASBUILT,AA,,,DI,0,0,POLY,10,0,IS,,,GBurda,9/13/2016 0:00,NEH,,50,Develop,{51E7B21E-8A3B-43DB-9B14-47D3A6030C15},,733,689831,3109,2500 Green Rd,12/11/2020 0:00,-9316222.859,5207735.088,1,NORTHBURY-CHAPEL HILL,210,Prof./General,Office,Fleming Creek,RE,005RE,,,-9316222.859,5207735.088,1,NORTHBURY-CHAPEL HILL,210,Prof./General,Office,Fleming Creek,RE,5,005RE
1,3109,2500 Green Rd,11/3/1999 0:00,1,Graff,99024-W2,ASBUILT,AA,,,DI,0,0,POLY,10,0,IS,,,GBurda,9/13/2016 0:00,NEH,,50,Develop,{D65583D5-0FF6-438C-B8CC-9FF21D216F0A},,733,689831,3109,2500 Green Rd,12/11/2020 0:00,-9316222.859,5207735.088,1,NORTHBURY-CHAPEL HILL,210,Prof./General,Office,Fleming Creek,RE,005RE,,,-9316222.859,5207735.088,1,NORTHBURY-CHAPEL HILL,210,Prof./General,Office,Fleming Creek,RE,5,005RE
1,3109,2500 Green Rd,11/3/1999 0:00,1,Graff,99024-W2,ASBUILT,AA,,,DI,0,0,POLY,10,0,IS,,,GBurda,9/13/2016 0:00,NEH,,50,Develop,{E6B96F61-210C-4246-84CF-BE6B9E53C292},,733,689831,3109,2500 Green Rd,12/11/2020 0:00,-9316222.859,5207735.088,1,NORTHBURY-CHAPEL HILL,210,Prof./General,Office,Fleming Creek,RE,005RE,,,-9316222.859,5207735.088,1,NORTHBURY-CHAPEL HILL,210,Prof./General,Office,Fleming Creek,RE,5,005RE
1,00-18928,,1/1/1960 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,WH,,,Develop,{B7EEE608-7487-4D4D-AB73-6A264068AC9F},,347,495770,00-18928,,7/5/2016 0:00,-9327704.951,5203750.483,36,LAKEWOOD,160,Hotel/Motel,Residential,Honey Creek,R5,005R5,,,-9327704.951,5203750.483,36,LAKEWOOD,160,Hotel/Motel,Residential,Honey Creek,R5,5,005R5
1,00-18930,,1/1/1960 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,WH,,,Develop,{F225AEF8-B162-4255-9264-E3C15B823E64},,633,617455,00-18930,,8/2/2019 0:00,-9327727.641,5203756.407,36,LAKEWOOD,160,Hotel/Motel,Residential,Honey Creek,R5,005R5,,,-9327727.641,5203756.407,36,LAKEWOOD,160,Hotel/Motel,Residential,Honey Creek,R5,5,005R5
1,00-13627,,1/4/1962 0:00,1,,A145W-W,,AA,,,CI,0,0,,12,0,IS,,,GBurda,2/3/2017 0:00,SHE,,,Develop,{B1878791-4152-471E-8230-F06C40B7E468},,74,378450,00-13627,,11/22/2013 0:00,-9321688.848,5195814.629,50,RESEARCH PARK-PHEASANT RUN,,,,Mallets Creek,ORL,005ORL,,,-9321688.848,5195814.629,50,RESEARCH PARK-PHEASANT RUN,,,,Mallets Creek,ORL,5,005ORL
1,00-13627,,1/4/1962 0:00,1,,A145W-W,,AA,,,CI,0,0,,12,0,IS,,,CTurkington,3/28/2017 0:00,SHE,,,Develop,{77262912-8043-4E28-9A7D-B82B686B5D67},,74,378450,00-13627,,11/22/2013 0:00,-9321688.848,5195814.629,50,RESEARCH PARK-PHEASANT RUN,,,,Mallets Creek,O,005O,,,-9321688.848,5195814.629,50,RESEARCH PARK-PHEASANT RUN,,,,Mallets Creek,O,5,005O
1,00-13627,,1/4/1962 0:00,1,,A145W-W,,AA,,,CI,0,251,,12,0,IS,,,CTurkington,3/25/2019 0:00,SHE,,,Develop,{F3442C61-9B9A-4866-B632-2ACB5355A8E9},,74,378450,00-13627,,11/22/2013 0:00,-9321688.848,5195814.629,50,RESEARCH PARK-PHEASANT RUN,,,,Mallets Creek,O,005O,,,-9321688.848,5195814.629,50,RESEARCH PARK-PHEASANT RUN,,,,Mallets Creek,O,5,005O
1,00-24215,Arlington Place Condos,8/31/1989 0:00,1,,89031,ASBUILT,AA,,,DI,0,310,,10,0,IS,,,MMain,7/28/2016 0:00,SHE,,,Develop,{E394F0D6-F4FC-43D5-A48A-3FC32B32273E},,516,571245,00-24215,Arlington Place Condos,6/30/2018 0:00,-9316979.417,5199174.923,46,FORESTBROOK-PITTSFIELD VILLAGE,130,Multiple Family,Residential,Mallets Creek,O,005O,,,-9316979.417,5199174.923,46,FORESTBROOK-PITTSFIELD VILLAGE,130,Multiple Family,Residential,Mallets Creek,O,5,005O
1,00-12757,,7/19/1972 0:00,1,,A490W-W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,EtMiller,9/10/2015 0:00,SHE,,,Develop,{9F35EBE2-65B7-4298-BD44-A3183962E123},,180,429113,00-12757,,11/21/2014 0:00,-9320024.118,5196293.965,50,RESEARCH PARK-PHEASANT RUN,130,Multiple Family,Residential,Mallets Creek,R4A,005R4A,,,-9320024.118,5196293.965,50,RESEARCH PARK-PHEASANT RUN,130,Multiple Family,Residential,Mallets Creek,R4A,5,005R4A
1,00-12756,,7/19/1972 0:00,1,,A490W-W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,EtMiller,9/10/2015 0:00,SHE,,,Develop,{0783BA28-FE08-4C4C-A792-8187222430BA},,174,426436,00-12756,,10/30/2014 0:00,-9319917.241,5196294.637,50,RESEARCH PARK-PHEASANT RUN,130,Multiple Family,Residential,Mallets Creek,R4A,005R4A,,,-9319917.241,5196294.637,50,RESEARCH PARK-PHEASANT RUN,130,Multiple Family,Residential,Mallets Creek,R4A,5,005R4A
1,00-25300,NEWPORT CREEK DRIVE,9/1/1998 0:00,1,DNH,"96058-W7,S7",ASBUILT,AA,,,DI,0,0,,6,5.5,IS,,,MMain,8/9/2016 0:00,WH,,,Develop,{B78BCEF4-9C1D-4B01-B251-76347CF228A7},,739,690809,00-25300,NEWPORT CREEK DRIVE,12/18/2020 0:00,-9325120.929,5206949.248,27,NEWPORT,110,Single Family,Residential,Huron River,R1A,005R1A,,,-9325120.929,5206949.248,27,NEWPORT,110,Single Family,Residential,Huron River,R1A,5,005R1A
1,00-07995,,1/1/1950 0:00,1,,,,AA,,,CI,0,165,,6,0,IS,,,GBurda,8/5/2019 0:00,NEHWPRZ,,,Develop,{6386A83A-972C-4D20-AD94-CA579B5DD41F},,159,393790,00-07995,,5/8/2014 0:00,-9321359.755,5206359.421,5,HURON HIGHLANDS,110,Single Family,Residential,Huron River,R1B,005R1B,,,-9321359.755,5206359.421,5,HURON HIGHLANDS,110,Single Family,Residential,Huron River,R1B,5,005R1B
1,00-01994,,1/1/1959 0:00,1,,,,AA,,,CI,0,454,,6,0,IS,,,EtMiller,7/18/2019 0:00,SHE,,,Develop,{A10D0C50-C4D9-45EC-B289-5291ACEFC8D8},,12,334487,00-01994,,1/23/2013 0:00,-9318899.787,5198638.845,45,ALLEN SCHOOL-BUHR PARK,110,Single Family,Residential,Mallets Creek,R1B,005R1B,,,-9318899.787,5198638.845,45,ALLEN SCHOOL-BUHR PARK,110,Single Family,Residential,Mallets Creek,R1B,5,005R1B
1,00-00697,Hall Ave,7/25/1965 0:00,1,,A111W-W,,AA,,,CI,0,0,,6,0,IS,,,MMain,5/1/2017 0:00,SHE,,,Develop,{83C4C8D3-44B7-4A95-95E2-72DBD7617E68},,346,495382,00-00697,Hall Ave,6/29/2016 0:00,-9319602.784,5199575.031,43,PATTENGILL-ST FRANCIS,110,Single Family,Residential,Mallets Creek,R1B,005R1B,,,-9319602.784,5199575.031,43,PATTENGILL-ST FRANCIS,110,Single Family,Residential,Mallets Creek,R1B,5,005R1B
1,00-01625,,1/13/1964 0:00,1,SILLER,A212W-W,ASBUILT,AA,MATERIAL CONFIRMED,,CI,0,343,,6,0,IS,,,CTurkington,4/23/2019 0:00,SHE,,,Develop,{F9AB3605-7805-437F-A4CF-0AE1218ED628},,401,516255,00-01625,,1/17/2017 0:00,-9320676.672,5198586.234,42,GEORGETOWN-PINE VALLEY,110,Single Family,Residential,Mallets Creek,R1C,005R1C,,,-9320676.672,5198586.234,42,GEORGETOWN-PINE VALLEY,110,Single Family,Residential,Mallets Creek,R1C,5,005R1C
1,00-01571,,3/1/1966 0:00,1,AA,A302W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,MMain,10/20/2016 0:00,SHE,,,Develop,{69A55109-6663-42D0-8090-A208843F248D},,900,792315,00-01571,,7/8/2022 0:00,-9320227.442,5198290.043,42,GEORGETOWN-PINE VALLEY,130,Multiple Family,Residential,Mallets Creek,R4A,005R4A,,,-9320227.442,5198290.043,42,GEORGETOWN-PINE VALLEY,130,Multiple Family,Residential,Mallets Creek,R4A,5,005R4A
1,00-17805,Signature Blvd,7/7/1990 0:00,1,ERM,"88062 R2, S2, W2",ASBUILT,AA,,,DI,0,0,POLY,12,0,IS,,,MMain,8/12/2016 0:00,WH,,53,Develop,{D35C9E41-EA80-4D00-9AEA-BD027BD15383},,26,338300,00-17805,Signature Blvd,3/4/2013 0:00,-9323380.197,5197362.87,51,BRIARWOOD,130,Multiple Family,Residential,Mallets Creek,R4B,005R4B,,,-9323380.197,5197362.87,51,BRIARWOOD,130,Multiple Family,Residential,Mallets Creek,R4B,5,005R4B
1,00-50693,Forsythe,1/1/1960 0:00,3,,,,AA,,,CI,0,160,,6,5.5,IS,,,EtMiller,6/26/2019 0:00,WH,,,Develop,{7C71A26A-09B5-4903-8087-881FD5987D9D},,579,596265,00-50693,Rudolf Steiner School,1/24/2019 0:00,-9324990.755,5205618.209,28,GARDEN HOMES-CRESCENT,620,Education,Public/Quasi-Public/Institutional/Organi,Huron River,PL,005PL,,,-9324990.755,5205618.209,28,GARDEN HOMES-CRESCENT,620,Education,Public/Quasi-Public/Institutional/Organi,Huron River,PL,5,005PL
1,00-51355,Cambridge Rd,1/1/1905 0:00,1,AA,,EST,AA,,,CI,0,280,,8,0,IS,,,GBurda,4/17/2019 0:00,GED,,,,{5B94F5DF-F3F9-4904-8AE1-92D890CB8F65},,1002,864317,00-51355,Cambridge Rd,7/27/2023 0:00,-9320395.522,5201599.727,16,BURNS PARK,720,Outdoor,Recreation,Mallets Creek,PL,005PL,,,-9320395.522,5201599.727,16,BURNS PARK,720,Outdoor,Recreation,Mallets Creek,PL,5,005PL
1,00-51038,Barton Dr,1/1/1960 0:00,2,AA,,,AA,,,DI,0,178,,20,0,IS,,,EtMiller,6/26/2019 0:00,NEH,,,,{17599442-A843-4A49-ACB6-4DB03CBBAA29},,83,379870,00-51038,,12/19/2013 0:00,-9320928.056,5205596.469,6,NORTHSIDE,130,Multiple Family,Residential,Traver Creek,R4A,005R4A,,,-9320928.056,5205596.469,6,NORTHSIDE,130,Multiple Family,Residential,Traver Creek,R4A,5,005R4A
1,00-51238,,1/1/1940 0:00,1,AA,,,AA,,,CI,0,242,,8,0,IS,,,EtMiller,7/18/2019 0:00,SHE,,,,{144F4C95-4035-44E5-B751-009A7A7383DA},,531,582382,00-51238,,9/24/2018 0:00,-9320099.316,5199951.572,43,PATTENGILL-ST FRANCIS,110,Single Family,Residential,Mallets Creek,R1C,005R1C,,,-9320099.316,5199951.572,43,PATTENGILL-ST FRANCIS,110,Single Family,Residential,Mallets Creek,R1C,5,005R1C
1,00-51245,ferdon,6/21/2004 0:00,1,BE,2003063,ASBUILT,AA,,,PVC,0,0,POLY,8,0,IS,,,SWhite,6/18/2013 0:00,SHE,,,,{04F2AF31-4161-4795-A73F-CAAA0DC62DCA},,532,582382,00-51245,ferdon,9/24/2018 0:00,-9320099.316,5199951.572,43,PATTENGILL-ST FRANCIS,110,Single Family,Residential,Mallets Creek,R1C,005R1C,,,-9320099.316,5199951.572,43,PATTENGILL-ST FRANCIS,110,Single Family,Residential,Mallets Creek,R1C,5,005R1C
1,00-51972,Easy St,1/1/1950 0:00,1,AA,,,AA,,,AC,0,674.8,,8,0,IS,,,EtMiller,10/2/2018 0:00,SHE,,,,{45C7EE36-EC34-4E7C-83CF-C19155F0938D},,994,852462,00-51972,Easy St,5/31/2023 0:00,-9318273.523,5198666.572,45,ALLEN SCHOOL-BUHR PARK,110,Single Family,Residential,Mallets Creek,R1B,005R1B,,,-9318273.523,5198666.572,45,ALLEN SCHOOL-BUHR PARK,110,Single Family,Residential,Mallets Creek,R1B,5,005R1B
1,00-51868,Glazier Way,11/6/1962 0:00,2,,A176W-W2,ASBUILT,AA,,,CI,0,0,,16,0,IS,,,GBurda,5/3/2017 0:00,NEHEPRZ,,,,{FBC03BC3-A64C-4FE9-9B9D-6B9CB670C806},,668,639116,00-51868,Glazier Way,1/7/2020 0:00,-9316466.756,5204228.073,10,GLACIER HIGLANDS-GREENBRIER,110,Single Family,Residential,Millers Creek,R1B,005R1B,,,-9316466.756,5204228.073,10,GLACIER HIGLANDS-GREENBRIER,110,Single Family,Residential,Millers Creek,R1B,5,005R1B
1,00-52389,Wheeler Park,,1,AA,,,AA,CI Confirmed,,CI,0,0,,16,0,AB,,,CTurkington,7/3/2018 0:00,GRA,,,,{5B0DCC80-3F1F-4610-A3EF-528D5CAAC8A5},,39,357188,00-52389,Wheeler Park,7/1/2013 0:00,-9322472.513,5204175.453,20,NORTH CENTRAL,720,Outdoor,Recreation,Allen Creek,PL,005PL,,,-9322472.513,5204175.453,20,NORTH CENTRAL,720,Outdoor,Recreation,Allen Creek,PL,5,005PL
1,00-52537,Alexandra Blvd,8/6/2004 0:00,1,AA,2000058,ASBUILT,AA,,,DI,0,0,POLY,8,0,IS,,,KBemish,1/28/2015 0:00,WH,,,Develop,{65691166-C86B-4FFE-84C2-7B077A74E785},,425,525120,00-52537,Alexandra Blvd,4/27/2017 0:00,-9324916.321,5206403.271,27,NEWPORT,110,Single Family,Residential,Huron River,R1A,005R1A,,,-9324916.321,5206403.271,27,NEWPORT,110,Single Family,Residential,Huron River,R1A,5,005R1A
